FILE	 azimuth	 stim_type	 delta	 coherence	 bias	 bias_lower	 bias_upper	 thresh	 thresh_lower	 thresh_upper	 pct_correct	 num_reps	 norm_rev
m18c0r166.htb	90.000	3.000	0.000	50.000	-0.473	-1.267	0.285	1.886	0.972	3.418	0.831	11.000	AllTrials	
m18c0r166.htb	90.000	3.000	2.000	11.000	0.284	-0.984	2.289	4.181	2.539	9.019	0.688	11.000	AllTrials	
m18c0r166.htb	90.000	3.000	2.000	50.000	-1.727	-2.791	-1.038	0.862	0.184	2.189	0.727	11.000	AllTrials	
m18c0r168.htb	90.000	1.000	0.000	11.000	6.713	2.423	34.115	7.623	3.036	187.848	0.567	5.000	AllTrials	
m18c0r168.htb	90.000	2.000	0.000	11.000	-2.019	-5.627	-0.308	4.459	2.585	 NaN	0.690	5.000	AllTrials	
m18c0r168.htb	90.000	2.000	0.000	50.000	-1.064	-1.341	-0.903	0.197	 NaN	0.079	0.762	5.000	AllTrials	
m18c0r168.htb	90.000	3.000	-2.000	11.000	-1.973	-5.588	-0.638	3.298	1.301	8.188	0.619	5.000	AllTrials	
m18c0r168.htb	90.000	3.000	-2.000	50.000	0.595	-0.110	1.410	1.184	0.559	 NaN	0.890	5.000	AllTrials	
m18c0r168.htb	90.000	3.000	0.000	11.000	-0.743	-2.860	0.404	2.707	0.961	6.804	0.695	5.000	AllTrials	
m18c0r168.htb	90.000	3.000	0.000	50.000	-0.356	-1.461	0.375	1.462	0.849	 NaN	0.829	5.000	AllTrials	
m18c0r168.htb	90.000	3.000	2.000	11.000	0.341	-1.648	2.780	4.431	2.567	 NaN	0.724	5.000	AllTrials	
m18c0r168.htb	90.000	3.000	2.000	50.000	-1.076	-1.247	-0.620	0.221	 NaN	0.000	0.762	5.000	AllTrials	
m24c0r233.htb	90.000	1.000	0.000	13.000	0.911	0.104	1.793	2.780	1.973	4.512	0.768	16.000	AllTrials	
m24c0r233.htb	90.000	2.000	0.000	13.000	-5.870	-12.047	-3.353	8.334	5.269	23.600	0.589	16.000	AllTrials	
m24c0r233.htb	90.000	2.000	0.000	50.000	-0.448	-1.094	0.091	1.615	0.899	2.644	0.815	16.000	AllTrials	
m24c0r233.htb	90.000	3.000	-4.000	13.000	-2.059	-3.180	-1.369	2.383	1.693	 NaN	0.715	16.000	AllTrials	
m24c0r233.htb	90.000	3.000	-4.000	50.000	1.683	1.016	2.157	1.089	0.687	1.790	0.848	16.000	AllTrials	
m24c0r233.htb	90.000	3.000	0.000	13.000	0.080	-0.579	0.973	2.296	1.272	3.645	0.800	16.000	AllTrials	
m24c0r233.htb	90.000	3.000	0.000	50.000	0.343	-0.057	0.751	0.823	0.479	1.668	0.898	16.000	AllTrials	
m24c0r233.htb	90.000	3.000	4.000	13.000	1.114	0.665	1.789	1.097	0.498	2.066	0.822	16.000	AllTrials	
m24c0r233.htb	90.000	3.000	4.000	50.000	-1.155	 NaN	-0.980	0.685	0.240	 NaN	0.776	16.000	AllTrials	
m24c0r232.htb	90.000	1.000	0.000	13.000	0.468	-0.150	1.007	1.309	0.729	2.302	0.816	13.000	AllTrials	
m24c0r232.htb	90.000	2.000	0.000	13.000	1.725	-0.088	4.018	5.191	2.666	9.572	0.723	13.000	AllTrials	
m24c0r232.htb	90.000	2.000	0.000	50.000	0.014	-0.412	0.446	1.105	0.833	 NaN	0.847	13.000	AllTrials	
m24c0r232.htb	90.000	3.000	-4.000	13.000	-2.426	-4.270	-1.390	3.488	2.242	7.212	0.673	13.000	AllTrials	
m24c0r232.htb	90.000	3.000	-4.000	50.000	2.321	1.090	2.705	0.893	0.260	 NaN	0.827	13.000	AllTrials	
m24c0r232.htb	90.000	3.000	0.000	13.000	-1.027	-1.899	-0.341	1.931	1.336	3.451	0.765	13.000	AllTrials	
m24c0r232.htb	90.000	3.000	0.000	50.000	0.118	-0.325	0.582	1.091	0.771	 NaN	0.870	13.000	AllTrials	
m24c0r232.htb	90.000	3.000	4.000	13.000	0.836	0.023	1.765	2.491	1.557	4.084	0.794	13.000	AllTrials	
m24c0r232.htb	90.000	3.000	4.000	50.000	-1.206	-2.045	-0.710	1.360	0.725	2.865	0.796	13.000	AllTrials	
m24c0r231.htb	90.000	1.000	0.000	15.000	1.154	0.437	1.956	2.599	1.759	3.823	0.810	18.000	AllTrials	
m24c0r231.htb	90.000	2.000	0.000	15.000	2.904	1.567	4.502	4.188	2.772	6.496	0.754	18.000	AllTrials	
m24c0r231.htb	90.000	2.000	0.000	50.000	0.699	0.387	0.980	0.567	0.266	1.297	0.929	18.000	AllTrials	
m24c0r231.htb	90.000	3.000	-4.000	15.000	-0.751	-1.486	-0.163	1.916	1.294	3.172	0.810	18.000	AllTrials	
m24c0r231.htb	90.000	3.000	-4.000	50.000	2.296	1.744	2.692	0.827	0.275	 NaN	0.825	18.000	AllTrials	
m24c0r231.htb	90.000	3.000	0.000	15.000	-0.022	-0.731	0.619	2.124	1.296	3.206	0.817	18.000	AllTrials	
m24c0r231.htb	90.000	3.000	0.000	50.000	0.389	0.046	0.684	0.598	0.385	1.499	0.913	18.000	AllTrials	
m24c0r231.htb	90.000	3.000	4.000	15.000	1.034	0.338	2.002	2.628	1.801	3.887	0.794	18.000	AllTrials	
m24c0r231.htb	90.000	3.000	4.000	50.000	-0.784	-1.326	-0.383	1.211	0.788	1.973	0.770	18.000	AllTrials	
m18c0r174.htb	90.000	1.000	0.000	10.000	4.540	2.338	10.738	5.434	3.079	19.253	0.684	7.000	AllTrials	
m18c0r174.htb	90.000	2.000	0.000	10.000	-3.116	-9.015	-1.071	5.587	2.922	18.538	0.554	7.000	AllTrials	
m18c0r174.htb	90.000	2.000	0.000	50.000	-1.585	-2.739	-0.979	1.193	0.375	 NaN	0.750	7.000	AllTrials	
m18c0r174.htb	90.000	3.000	-2.000	10.000	-2.145	-8.300	-0.375	5.427	2.648	16.517	0.625	7.000	AllTrials	
m18c0r174.htb	90.000	3.000	-2.000	50.000	1.030	-0.041	2.316	2.571	1.332	4.650	0.768	7.000	AllTrials	
m18c0r174.htb	90.000	3.000	0.000	10.000	-0.792	-3.067	0.519	4.252	2.927	 NaN	0.661	7.000	AllTrials	
m18c0r174.htb	90.000	3.000	0.000	50.000	-0.482	-1.530	0.440	2.178	1.081	4.189	0.765	7.000	AllTrials	
m18c0r174.htb	90.000	3.000	2.000	10.000	-1.687	-7.465	0.396	6.710	2.873	19.022	0.589	7.000	AllTrials	
m18c0r174.htb	90.000	3.000	2.000	50.000	-1.031	-1.921	-0.490	1.071	0.435	 NaN	0.804	7.000	AllTrials	
m18c0r174.htb	90.000	1.000	0.000	10.000	4.540	1.995	9.439	5.434	2.850	14.435	0.684	7.000	AllTrials	
m18c0r174.htb	90.000	2.000	0.000	10.000	-3.116	-11.357	-1.237	5.587	3.136	26.147	0.554	7.000	AllTrials	
m18c0r174.htb	90.000	2.000	0.000	50.000	-1.585	-2.701	-0.980	1.193	0.375	 NaN	0.750	7.000	AllTrials	
m18c0r174.htb	90.000	3.000	-2.000	10.000	-2.145	-6.018	-0.273	5.427	2.368	13.616	0.625	7.000	AllTrials	
m18c0r174.htb	90.000	3.000	-2.000	50.000	1.030	0.076	2.580	2.571	1.332	4.545	0.768	7.000	AllTrials	
m18c0r174.htb	90.000	3.000	0.000	10.000	-0.792	-2.866	0.568	4.252	2.941	 NaN	0.661	7.000	AllTrials	
m18c0r174.htb	90.000	3.000	0.000	50.000	-0.482	-1.550	0.451	2.178	1.073	4.119	0.765	7.000	AllTrials	
m18c0r174.htb	90.000	3.000	2.000	10.000	-1.687	-9.591	0.284	6.710	3.208	24.417	0.589	7.000	AllTrials	
m18c0r174.htb	90.000	3.000	2.000	50.000	-1.031	-1.909	-0.492	1.071	0.419	 NaN	0.804	7.000	AllTrials	
m18c0r176.htb	90.000	1.000	0.000	10.000	10.571	6.570	41.966	9.510	4.740	29.328	0.624	14.000	AllTrials	
m18c0r176.htb	90.000	2.000	0.000	10.000	-1.771	-2.737	-0.903	2.538	1.706	4.161	0.731	14.000	AllTrials	
m18c0r176.htb	90.000	2.000	0.000	50.000	-0.564	-1.104	-0.228	0.908	0.614	 NaN	0.867	14.000	AllTrials	
m18c0r176.htb	90.000	3.000	-4.000	10.000	0.045	-1.852	1.449	4.915	3.199	9.007	0.704	14.000	AllTrials	
m18c0r176.htb	90.000	3.000	-4.000	50.000	1.863	1.135	2.643	1.558	0.951	2.717	0.848	14.000	AllTrials	
m18c0r176.htb	90.000	3.000	0.000	10.000	-0.641	-2.368	0.319	3.618	2.163	5.972	0.742	14.000	AllTrials	
m18c0r176.htb	90.000	3.000	0.000	50.000	-0.245	-0.784	0.159	1.091	0.667	 NaN	0.883	14.000	AllTrials	
m18c0r176.htb	90.000	3.000	4.000	10.000	-0.095	-1.579	0.964	3.636	2.223	5.978	0.776	14.000	AllTrials	
m18c0r176.htb	90.000	3.000	4.000	50.000	-1.120	-1.909	-0.701	1.291	0.784	 NaN	0.786	14.000	AllTrials	
m18c0r201.htb	90.000	1.000	0.000	8.000	3.676	1.692	9.796	5.390	2.511	12.789	0.692	8.000	AllTrials	
m18c0r201.htb	90.000	2.000	0.000	8.000	0.407	-0.966	1.793	3.453	1.818	5.543	0.790	8.000	AllTrials	
m18c0r201.htb	90.000	2.000	0.000	50.000	-0.551	-1.265	-0.000	0.831	0.034	1.712	0.857	8.000	AllTrials	
m18c0r201.htb	90.000	3.000	-4.000	8.000	-1.372	-3.164	0.035	3.836	2.419	7.487	0.714	8.000	AllTrials	
m18c0r201.htb	90.000	3.000	-4.000	50.000	0.774	0.106	1.467	1.292	0.736	 NaN	0.905	8.000	AllTrials	
m18c0r201.htb	90.000	3.000	0.000	8.000	2.186	1.039	3.909	3.144	2.003	 NaN	0.762	8.000	AllTrials	
m18c0r201.htb	90.000	3.000	0.000	50.000	0.557	0.000	1.253	1.109	0.734	 NaN	0.889	8.000	AllTrials	
m18c0r201.htb	90.000	3.000	4.000	8.000	1.640	0.462	3.006	2.729	1.615	5.534	0.825	8.000	AllTrials	
m18c0r201.htb	90.000	3.000	4.000	50.000	-1.552	-2.784	-1.106	1.103	0.473	 NaN	0.778	8.000	AllTrials	
m18c0r202.htb	90.000	1.000	0.000	8.000	1.876	0.256	5.298	6.242	3.289	12.027	0.703	13.000	AllTrials	
m18c0r202.htb	90.000	2.000	0.000	8.000	0.727	0.727	0.969	4.819	4.819	5.254	0.769	13.000	AllTrials	
m18c0r202.htb	90.000	2.000	0.000	50.000	-0.549	-1.150	-0.056	0.960	0.546	2.061	0.846	13.000	AllTrials	
m18c0r202.htb	90.000	3.000	-4.000	8.000	-1.865	-3.680	-0.742	3.954	2.858	 NaN	0.703	13.000	AllTrials	
m18c0r202.htb	90.000	3.000	-4.000	50.000	0.884	0.439	1.492	1.173	0.799	 NaN	0.912	13.000	AllTrials	
m18c0r202.htb	90.000	3.000	0.000	8.000	0.924	-0.102	2.342	3.518	2.228	5.403	0.769	13.000	AllTrials	
m18c0r202.htb	90.000	3.000	0.000	50.000	0.401	-0.108	0.905	1.090	0.703	 NaN	0.879	13.000	AllTrials	
m18c0r202.htb	90.000	3.000	4.000	8.000	1.745	0.846	2.945	2.742	1.777	4.475	0.813	13.000	AllTrials	
m18c0r202.htb	90.000	3.000	4.000	50.000	-1.345	-2.167	-0.932	1.096	0.547	 NaN	0.791	13.000	AllTrials	
m18c0r196.htb	90.000	3.000	-4.000	8.000	-5.020	-8.822	-3.372	3.428	1.973	 NaN	0.652	9.000	AllTrials	
m18c0r196.htb	90.000	3.000	-4.000	50.000	-0.764	-1.761	-0.037	1.676	0.992	 NaN	0.827	9.000	AllTrials	
m18c0r196.htb	90.000	3.000	0.000	8.000	-1.763	-2.884	-0.941	1.701	0.892	3.394	0.771	9.000	AllTrials	
m18c0r196.htb	90.000	3.000	0.000	50.000	-1.353	-2.281	-1.094	0.946	0.450	 NaN	0.787	9.000	AllTrials	
m18c0r196.htb	90.000	3.000	4.000	8.000	-4.181	-7.590	-2.294	4.770	2.604	9.958	0.649	9.000	AllTrials	
m18c0r196.htb	90.000	3.000	4.000	50.000	-2.839	-3.681	-2.148	1.197	0.389	 NaN	0.687	9.000	AllTrials	
m18c0r198.htb	90.000	2.000	0.000	8.000	-0.945	-2.695	0.262	3.723	2.332	6.219	0.744	9.000	AllTrials	
m18c0r198.htb	90.000	2.000	0.000	50.000	-1.901	-3.193	-1.371	1.066	0.413	 NaN	0.748	9.000	AllTrials	
m18c0r204.htb	90.000	1.000	0.000	8.000	-1.505	-2.581	-0.459	1.835	0.846	4.867	0.743	9.000	AllTrials	
m18c0r204.htb	90.000	2.000	0.000	8.000	6.140	3.661	11.086	5.451	3.050	14.182	0.671	9.000	AllTrials	
m18c0r204.htb	90.000	2.000	0.000	50.000	0.116	-0.509	0.544	0.953	0.568	 NaN	0.914	9.000	AllTrials	
m18c0r204.htb	90.000	3.000	-4.000	8.000	-1.801	-3.255	-0.918	2.227	1.450	4.164	0.757	9.000	AllTrials	
m18c0r204.htb	90.000	3.000	-4.000	50.000	0.298	-0.165	0.886	0.788	0.206	2.366	0.886	9.000	AllTrials	
m18c0r204.htb	90.000	3.000	0.000	8.000	-0.001	-1.239	1.152	2.940	1.505	5.014	0.786	9.000	AllTrials	
m18c0r204.htb	90.000	3.000	0.000	50.000	-0.551	-1.230	0.000	1.109	0.705	 NaN	0.840	9.000	AllTrials	
m18c0r204.htb	90.000	3.000	4.000	8.000	0.481	-1.102	2.433	4.999	3.677	 NaN	0.671	9.000	AllTrials	
m18c0r204.htb	90.000	3.000	4.000	50.000	-2.134	-1.387	-2.258	0.481	0.154	0.093	0.743	9.000	AllTrials	
m24c0r235.htb	90.000	1.000	0.000	13.000	0.356	-0.712	1.267	1.829	0.872	5.150	0.830	6.000	AllTrials	
m24c0r235.htb	90.000	2.000	0.000	13.000	-5.906	-34.475	-2.476	8.060	4.302	1465.129	0.544	6.000	AllTrials	
m24c0r235.htb	90.000	2.000	0.000	50.000	0.059	0.059	0.132	1.458	1.458	1.590	0.813	6.000	AllTrials	
m24c0r235.htb	90.000	3.000	-3.000	13.000	-1.138	-2.407	-0.225	2.062	1.066	4.159	0.735	6.000	AllTrials	
m24c0r235.htb	90.000	3.000	-3.000	50.000	1.130	 NaN	1.196	0.264	 NaN	0.415	0.898	6.000	AllTrials	
m24c0r235.htb	90.000	3.000	0.000	13.000	-1.217	-2.532	-0.195	2.231	1.216	 NaN	0.735	6.000	AllTrials	
m24c0r235.htb	90.000	3.000	0.000	50.000	-0.166	-1.357	0.682	1.899	1.037	 NaN	0.833	6.000	AllTrials	
m24c0r235.htb	90.000	3.000	3.000	13.000	-0.253	-1.511	0.962	2.501	1.151	4.634	0.741	6.000	AllTrials	
m24c0r235.htb	90.000	3.000	3.000	50.000	-0.905	-1.985	-0.362	1.210	0.590	 NaN	0.772	6.000	AllTrials	
m24c0r236.htb	90.000	1.000	0.000	13.000	0.238	-1.038	1.510	2.363	0.999	5.126	0.786	5.000	AllTrials	
m24c0r236.htb	90.000	2.000	0.000	13.000	-4.366	-9.322	-2.800	2.698	0.265	 NaN	0.614	5.000	AllTrials	
m24c0r236.htb	90.000	2.000	0.000	50.000	-1.589	-3.064	-0.745	1.332	0.061	3.866	0.743	5.000	AllTrials	
m24c0r236.htb	90.000	3.000	-4.000	13.000	-2.254	-3.805	-0.980	1.837	0.416	3.884	0.714	5.000	AllTrials	
m24c0r236.htb	90.000	3.000	-4.000	50.000	0.958	0.815	1.349	0.111	0.000	0.199	0.890	5.000	AllTrials	
m24c0r236.htb	90.000	3.000	0.000	13.000	-3.733	-8.551	-1.836	4.012	1.995	 NaN	0.633	5.000	AllTrials	
m24c0r236.htb	90.000	3.000	0.000	50.000	-0.000	-0.000	0.003	0.000	0.000	0.000	0.886	5.000	AllTrials	
m24c0r236.htb	90.000	3.000	4.000	13.000	-1.651	-14.947	1.118	6.804	2.997	61.652	0.671	5.000	AllTrials	
m24c0r236.htb	90.000	3.000	4.000	50.000	-2.037	-3.278	-1.069	0.902	0.112	3.280	0.686	5.000	AllTrials	
m24c0r237.htb	90.000	1.000	0.000	14.000	-1.068	-2.522	-0.192	3.286	2.333	5.396	0.736	13.000	AllTrials	
m24c0r237.htb	90.000	2.000	0.000	14.000	-3.478	-7.093	-1.203	6.669	4.326	22.324	0.681	13.000	AllTrials	
m24c0r237.htb	90.000	2.000	0.000	50.000	0.082	-0.599	0.813	1.879	1.033	3.129	0.824	13.000	AllTrials	
m24c0r237.htb	90.000	3.000	-4.000	14.000	-1.889	-3.230	-1.125	2.524	1.692	4.352	0.692	13.000	AllTrials	
m24c0r237.htb	90.000	3.000	-4.000	50.000	1.881	1.111	2.607	1.224	0.723	2.490	0.846	13.000	AllTrials	
m24c0r237.htb	90.000	3.000	0.000	14.000	-1.036	-1.914	-0.584	1.171	0.494	2.565	0.769	13.000	AllTrials	
m24c0r237.htb	90.000	3.000	0.000	50.000	0.302	-0.217	0.808	1.203	0.869	 NaN	0.879	13.000	AllTrials	
m24c0r237.htb	90.000	3.000	4.000	14.000	0.421	-0.417	1.294	2.422	1.459	3.853	0.791	13.000	AllTrials	
m24c0r237.htb	90.000	3.000	4.000	50.000	-1.656	-2.538	-1.117	0.947	0.594	 NaN	0.736	13.000	AllTrials	
m18c0r204.htb	90.000	1.000	0.000	8.000	-1.505	-2.728	-0.487	1.835	0.854	4.380	0.743	9.000	AllTrials	
m18c0r204.htb	90.000	2.000	0.000	8.000	6.140	3.656	10.454	5.451	3.166	15.434	0.671	9.000	AllTrials	
m18c0r204.htb	90.000	2.000	0.000	50.000	0.116	-0.389	0.659	0.953	0.512	 NaN	0.914	9.000	AllTrials	
m18c0r204.htb	90.000	3.000	-4.000	8.000	-1.801	-2.932	-0.805	2.227	1.460	 NaN	0.757	9.000	AllTrials	
m18c0r204.htb	90.000	3.000	-4.000	50.000	0.298	-0.229	0.823	0.788	0.245	2.445	0.886	9.000	AllTrials	
m18c0r204.htb	90.000	3.000	0.000	8.000	-0.001	-1.266	1.126	2.940	1.503	5.270	0.786	9.000	AllTrials	
m18c0r204.htb	90.000	3.000	0.000	50.000	-0.551	-1.231	-0.001	1.109	0.705	 NaN	0.840	9.000	AllTrials	
m18c0r204.htb	90.000	3.000	4.000	8.000	0.481	-1.193	2.310	4.999	3.685	 NaN	0.671	9.000	AllTrials	
m18c0r204.htb	90.000	3.000	4.000	50.000	-2.134	 NaN	-2.293	0.481	0.154	0.000	0.743	9.000	AllTrials	
m19c0r49.htb	90.000	1.000	0.000	30.000	-0.555	-1.971	0.762	4.095	2.670	5.748	0.869	20.000	AllTrials	
m19c0r49.htb	90.000	2.000	0.000	30.000	0.556	-1.329	1.050	1.662	0.891	 NaN	0.963	20.000	AllTrials	
m19c0r49.htb	90.000	3.000	0.000	30.000	-0.786	-2.023	0.345	3.534	2.667	5.399	0.894	20.000	AllTrials	
m24c0r239.htb	90.000	1.000	0.000	14.000	-5.254	-10.976	-2.832	3.956	1.955	 NaN	0.619	5.000	AllTrials	
m24c0r239.htb	90.000	2.000	0.000	14.000	3.255	0.284	23.037	7.617	2.919	37.531	0.667	5.000	AllTrials	
m24c0r239.htb	90.000	2.000	0.000	50.000	0.190	-0.191	0.899	0.669	0.223	 NaN	0.905	5.000	AllTrials	
m24c0r239.htb	90.000	3.000	-4.000	14.000	-4.423	-8.000	-2.684	2.794	1.533	 NaN	0.629	5.000	AllTrials	
m24c0r239.htb	90.000	3.000	-4.000	50.000	2.667	 NaN	2.674	0.341	0.000	0.727	0.810	5.000	AllTrials	
m24c0r239.htb	90.000	3.000	0.000	14.000	-1.373	-3.090	-0.178	2.756	1.513	 NaN	0.757	5.000	AllTrials	
m24c0r239.htb	90.000	3.000	0.000	50.000	-0.602	-1.693	-0.013	1.142	0.639	 NaN	0.800	5.000	AllTrials	
m24c0r239.htb	90.000	3.000	4.000	14.000	-0.442	-1.476	0.724	1.718	0.637	6.422	0.748	5.000	AllTrials	
m24c0r239.htb	90.000	3.000	4.000	50.000	-1.254	-2.890	-0.527	1.521	0.527	 NaN	0.790	5.000	AllTrials	
m24c0r241.htb	90.000	1.000	0.000	14.000	-5.263	-8.275	-2.800	3.187	0.903	 NaN	0.592	7.000	AllTrials	
m24c0r241.htb	90.000	2.000	0.000	14.000	2.413	0.958	6.203	3.779	1.603	8.943	0.776	7.000	AllTrials	
m24c0r241.htb	90.000	2.000	0.000	50.000	1.365	0.811	2.455	0.845	0.203	 NaN	0.878	7.000	AllTrials	
m24c0r241.htb	90.000	3.000	-4.000	14.000	-1.811	-3.345	-0.789	2.211	1.235	 NaN	0.755	7.000	AllTrials	
m24c0r241.htb	90.000	3.000	-4.000	50.000	1.985	0.903	2.544	0.768	0.093	2.796	0.837	7.000	AllTrials	
m24c0r241.htb	90.000	3.000	0.000	14.000	-2.140	-3.701	-1.057	2.334	1.385	 NaN	0.694	7.000	AllTrials	
m24c0r241.htb	90.000	3.000	0.000	50.000	0.232	-0.506	0.882	1.273	0.851	 NaN	0.878	7.000	AllTrials	
m24c0r241.htb	90.000	3.000	4.000	14.000	-0.887	-2.575	0.340	3.215	1.875	6.059	0.735	7.000	AllTrials	
m24c0r241.htb	90.000	3.000	4.000	50.000	-1.398	-2.800	-0.763	1.447	0.768	 NaN	0.735	7.000	AllTrials	
m24c0r242.htb	90.000	1.000	0.000	14.000	0.221	-0.569	1.119	3.194	2.412	5.071	0.729	20.000	AllTrials	
m24c0r242.htb	90.000	2.000	0.000	14.000	1.489	-0.068	3.029	5.549	3.655	9.276	0.700	20.000	AllTrials	
m24c0r242.htb	90.000	2.000	0.000	50.000	0.208	-0.330	0.733	1.686	1.090	2.717	0.821	20.000	AllTrials	
m24c0r242.htb	90.000	3.000	-3.000	14.000	-1.566	-2.593	-0.881	2.788	2.030	4.187	0.700	20.000	AllTrials	
m24c0r242.htb	90.000	3.000	-3.000	50.000	1.430	0.945	1.844	0.976	0.647	1.633	0.893	20.000	AllTrials	
m24c0r242.htb	90.000	3.000	0.000	14.000	-0.941	-1.918	-0.249	2.741	2.010	4.084	0.750	20.000	AllTrials	
m24c0r242.htb	90.000	3.000	0.000	50.000	-0.102	-0.589	0.331	1.296	0.880	2.277	0.850	20.000	AllTrials	
m24c0r242.htb	90.000	3.000	3.000	14.000	0.638	0.114	1.421	1.736	1.018	2.761	0.864	20.000	AllTrials	
m24c0r242.htb	90.000	3.000	3.000	50.000	-1.640	-2.086	-1.172	0.902	0.639	1.461	0.736	20.000	AllTrials	
m24c0r243.htb	90.000	1.000	0.000	18.000	-3.432	-3.432	-3.275	3.127	3.127	3.410	0.643	16.000	AllTrials	
m24c0r243.htb	90.000	2.000	0.000	18.000	-1.220	-2.308	-0.492	2.659	1.838	4.308	0.750	16.000	AllTrials	
m24c0r243.htb	90.000	2.000	0.000	50.000	-0.607	-1.293	-0.163	1.530	1.056	 NaN	0.830	16.000	AllTrials	
m24c0r243.htb	90.000	3.000	-4.000	18.000	-2.288	-3.580	-1.601	2.458	1.716	4.038	0.688	16.000	AllTrials	
m24c0r243.htb	90.000	3.000	-4.000	50.000	1.193	0.588	1.881	1.690	1.182	2.874	0.875	16.000	AllTrials	
m24c0r243.htb	90.000	3.000	0.000	18.000	-2.249	-3.219	-1.547	1.924	0.923	3.022	0.714	16.000	AllTrials	
m24c0r243.htb	90.000	3.000	0.000	50.000	-0.828	-1.353	-0.492	0.989	0.648	 NaN	0.804	16.000	AllTrials	
m24c0r243.htb	90.000	3.000	4.000	18.000	-0.778	-1.648	-0.052	2.411	1.547	3.737	0.768	16.000	AllTrials	
m24c0r243.htb	90.000	3.000	4.000	50.000	-2.126	-2.586	-1.531	0.917	0.403	1.600	0.696	16.000	AllTrials	
m24c0r243.htb	90.000	1.000	0.000	18.000	-3.432	-3.432	-3.275	3.127	3.127	3.410	0.643	16.000	AllTrials	
m24c0r243.htb	90.000	2.000	0.000	18.000	-1.220	-2.303	-0.528	2.659	1.811	3.945	0.750	16.000	AllTrials	
m24c0r243.htb	90.000	2.000	0.000	50.000	-0.607	-1.198	-0.106	1.530	1.016	2.796	0.830	16.000	AllTrials	
m24c0r243.htb	90.000	3.000	-4.000	18.000	-2.288	-3.534	-1.542	2.458	1.699	4.060	0.688	16.000	AllTrials	
m24c0r243.htb	90.000	3.000	-4.000	50.000	1.193	0.561	1.853	1.690	1.196	3.198	0.875	16.000	AllTrials	
m24c0r243.htb	90.000	3.000	0.000	18.000	-2.249	-3.368	-1.576	1.924	1.038	3.154	0.714	16.000	AllTrials	
m24c0r243.htb	90.000	3.000	0.000	50.000	-0.828	-1.326	-0.468	0.989	0.619	 NaN	0.804	16.000	AllTrials	
m24c0r243.htb	90.000	3.000	4.000	18.000	-0.778	-1.666	-0.075	2.411	1.576	3.637	0.768	16.000	AllTrials	
m24c0r243.htb	90.000	3.000	4.000	50.000	-2.126	-2.636	-1.531	0.917	0.367	1.852	0.696	16.000	AllTrials	
m18c0r208.htb	90.000	1.000	0.000	8.000	-2.307	-5.178	-0.687	4.689	2.885	 NaN	0.653	7.000	AllTrials	
m18c0r208.htb	90.000	2.000	0.000	8.000	7.237	3.885	17.326	7.467	3.964	23.290	0.676	7.000	AllTrials	
m18c0r208.htb	90.000	2.000	0.000	50.000	0.384	0.000	1.069	0.727	0.238	 NaN	0.929	7.000	AllTrials	
m18c0r208.htb	90.000	3.000	-4.000	8.000	-0.917	-3.014	0.778	4.515	2.871	9.446	0.673	7.000	AllTrials	
m18c0r208.htb	90.000	3.000	-4.000	50.000	1.117	-0.020	1.987	1.510	0.421	 NaN	0.852	7.000	AllTrials	
m18c0r208.htb	90.000	3.000	0.000	8.000	1.282	-1.278	4.759	6.970	3.928	21.594	0.709	7.000	AllTrials	
m18c0r208.htb	90.000	3.000	0.000	50.000	-0.626	-1.338	-0.139	0.805	0.269	 NaN	0.857	7.000	AllTrials	
m18c0r208.htb	90.000	3.000	4.000	8.000	0.006	-1.520	1.296	3.129	1.503	5.724	0.750	7.000	AllTrials	
m18c0r208.htb	90.000	3.000	4.000	50.000	-0.752	-1.231	-0.000	0.692	0.000	 NaN	0.842	7.000	AllTrials	
m18c0r209.htb	90.000	1.000	0.000	11.000	1.716	1.716	1.882	3.319	3.319	3.618	0.743	10.000	AllTrials	
m18c0r209.htb	90.000	2.000	0.000	11.000	2.922	1.706	4.070	2.376	1.415	3.998	0.829	10.000	AllTrials	
m18c0r209.htb	90.000	2.000	0.000	50.000	0.253	-0.373	0.842	1.145	0.730	 NaN	0.886	10.000	AllTrials	
m18c0r209.htb	90.000	3.000	-4.000	11.000	0.366	-0.417	1.212	1.529	0.926	 NaN	0.829	10.000	AllTrials	
m18c0r209.htb	90.000	3.000	-4.000	50.000	1.231	0.637	2.012	1.128	0.626	 NaN	0.857	10.000	AllTrials	
m18c0r209.htb	90.000	3.000	0.000	11.000	0.593	-0.587	1.836	2.919	1.593	5.046	0.800	10.000	AllTrials	
m18c0r209.htb	90.000	3.000	0.000	50.000	-0.289	-0.988	0.192	0.902	0.294	2.613	0.843	10.000	AllTrials	
m18c0r209.htb	90.000	3.000	4.000	11.000	1.201	0.194	2.114	1.986	1.126	3.663	0.857	10.000	AllTrials	
m18c0r209.htb	90.000	3.000	4.000	50.000	-1.367	-1.571	-0.933	0.261	 NaN	0.278	0.757	10.000	AllTrials	
m19c0r55.htb	90.000	1.000	0.000	16.000	0.600	-0.801	1.687	3.393	1.997	5.822	0.813	16.000	AllTrials	
m19c0r55.htb	90.000	2.000	0.000	16.000	-2.379	-3.840	-1.333	3.472	2.363	5.427	0.768	16.000	AllTrials	
m19c0r55.htb	90.000	2.000	0.000	50.000	0.142	0.125	0.112	0.361	0.332	0.292	0.929	16.000	AllTrials	
